Tags,Oznake
Last Login,Poslednje prijavljivanje
Last Message,Poslednja poruka
Last Modified By,Poslednji izmenio
Last Modified Date,Datum poslednje izmene
Last Modified On,Poslednji put izmenjeno
Last Month,Prošlog meseca
Last Month Downtime Analysis,Poslednji mesec Dovntime Analiza
Last Name,Prezime
Last Name,Prezime
Last Order Amount,Poslednji Naruči Količina
Last Order Date,Poslednji datum porudžbine
Last Order Id,Poslednji narudžbe
Last Password Reset Date,Poslednji Poništavanje lozinke Datum
Last Point Allocation Date,Poslednja tačka Dodela Datum
Last Purchase Price,Poslednja Kupovna cena
Last Purchase Rate,Poslednja kupovina kurs
Last Quarter,Poslednji Kvartal
Last Sales Invoice,Poslednji prodaje Faktura
Last Stock Transaction for item {0} under warehouse {1} was on {2}.,Poslednji Stok transakcija za stavku {0} pod skladišta {1} je na {2}.
Last Sync Datetime,Poslednji Sinhronizacija Datetime
Last Sync On,Poslednji Sinc on
Last Sync of Checkin,Poslednja sinhronizacija Checkin
Last Synced On,Poslednja sinhronizacija Na
Last Update,Poslednji ažuriranje
Last Updated By,Poslednje ažuriranje
Last Updated On,Poslednje ažurirano
Last User,Poslednji Korisnik
Last Week,Prošle nedelje
Last Year,Prošle godine
Last carbon check date cannot be a future date,Poslednji ugljen datum provera ne može da bude datum budućnost
Last refreshed,Poslednje osvežavanje
Last sync was {0}.,Poslednja sinhronizacija je bila {0}.
Last synced {0},Poslednja sinhronizacija {0}
Late Checkin,Kasna Prijava
Late Entry,Kasnio je
Late Entry Grace Period,Kasno Stupanje Grejs period
Latest,najnoviji
Latest Age,Kasno faza
Latest Attempt,najnoviji pokušaj
Latest Highest Score,Najnovije Najviši Rezultati
Latest Price,Najnovije Cena
Latest price updated in all BOMs,Najnovije cena ažuriran u svim sastavnica
Latitude,Širina
Lead,Lead
Lead Conversion Time,Lead Conversion Time
Lead Count,olovo Točka
Lead Details,Lead Detalji
Lead Name,olovo Ime
Lead Owner,olovo Vlasnik
Lead Owner Efficiency,Olovo Vlasnik Efikasnost
Lead Owner cannot be same as the Lead,Lead Vlasnik ne može biti ista kao i olova
Lead Source,Izvor Lead-a
Lead Time,Vreme realizacije
Lead Time (Days),Lead Vreme (dana)
Lead Time (in mins),Olovo vreme (u min)
Lead Time Date,Olovo Vreme Datum
Lead Time Days,Lead Time Dais
Lead Time in days,Vremenski period u danima
Lead Type,olovo Tip
Lead is an Organization,Olovo je organizacija
Leaderboard,Rezultati
Leads help you get business,Leads pomoći da se posao
Learning Management System Settings,Learning Management Sistem Settings
Learning Management System Title,Učenje Sistem za upravljanje Naslov
Leave,leave
Leave <b>From</b> and <b>To</b> 0 for no upper and lower limit.,Ostavite <b> Od </ b> i <b> Da </ b> 0 bez gornje i donje granice.
Leave Allocated,Ostavite Allocated
Leave Allocation,Dodela Odsustva
Leave Allocations,Ostavite Izdvajanja
Leave Application,Zahtev Za Odsustvo
Leave Approval Notification,Ostavite Odobrenje Obaveštenje
Leave Approval Notification Template,Odsustvo odobrenja Obaveštenje Šablon
Leave Approver,Ostavite odobravatelj
Leave Approver Mandatory In Leave Application,Ostavite Approver obavezno u Leave Application
Leave Approver Name,Ostavite odobravatelj Ime
Leave Balance,Ostavite Stanje
Leave Balance Before Application,Ostavite Balance pre primene
Leave Block List,Ostavite blok Lista
Leave Block List Allow,Ostavite blok Lista Allov
Leave Block List Allowed,Ostavite blok listu dozvoljenih
Leave Block List Date,Ostavite blok List Date
Leave Block List Dates,Ostavite blok List Datumi
Leave Block List Name,Ostavite listu blokiranih Ime
Leave Blocked,Ostavite Blokirani
Leave Control Panel,Ostavite Kontrolna tabla
Leave Details,Ostavite Detalji
Leave Encashed?,Ostavite Encashed?
Leave Encashment,Ostavite unovčenja
Leave Encashment Amount Per Day,Ostavite unovčenja iznos po danu
Leave Expired,Ostavite Isteklo
Leave Ledger Entry,Ostavite knjiga Stupanje
Leave Period,Ostavite period
Leave Policy,leave Politika
Leave Policy Assignment,Odsustvo politike Dodela
Leave Policy Detail,Odsustvo politike Detalj
Leave Policy Details,Odsustvo politike Detalji
Leave Policy: {0} already assigned for Employee {1} for period {2} to {3},Leave Politika: {0} već dodeljen za zaposlenog {1} za period {2} u {3}
Leave Reason,Ostavite Razlog
Leave Settings,Ostavite podešavanja
Leave Status Notification,Ostavite status Obaveštenje
Leave Status Notification Template,Ostavite status Obaveštenje Šablon
Leave Taken,Ostavi Taken
Leave Type,Ostavite Tip
Leave Type Name,Ostavite Tip Ime
Leave Type can be either without pay or partial pay,Odsustvo Tip može biti bez plate ili delimičnog plate
Leave Type is madatory,Odsustvo tip je madatori
Leave Type {0} cannot be allocated since it is leave without pay,Ostavite Tip {0} ne može biti izdvojeno jer je odsustvo bez plate
Leave Type {0} cannot be carry-forwarded,Tip odsustvo {0} ne može biti Carri-prosledio
Leave Type {0} is not encashable,Ostavite Tip {0} nije encashable
Leave Without Pay,Napustite bez plaćanja
Leave Without Pay does not match with approved {} records,Odsustvo bez plate se ne podudara sa odobrenim {} evidencija
Leave a Comment,Ostavite komentar
Leave already have been assigned for this Leave Policy Assignment,Ostavite već dodeljeni za odobrenje politike Assignment
Leave and Attendance,Odsustvo i Prisustvo
Leave application is linked with leave allocations {0}. Leave application cannot be set as leave without pay,Aplikacija odsustvo je povezana sa odmora izdvajanja {0}. Aplikacija odsustvo ne može da se podesi kao odsustvo bez plate
Leave application {0} already exists against the student {1},Ostavite aplikacija {0} već postoji u odnosu na studenta {1}
Leave blank for home.This is relative to site URL,Ostavi prazno za dom.  Ovo je u odnosu na sajta URL
Leave blank if the Supplier is blocked indefinitely,Ostavite prazno ako je dobavljač je na neodređeno vreme blokiran
Leave blank if you make students groups per year,Ostavi prazno ako se studentima grupe godišnje
Leave blank to repeat always,Ostavite prazno da uvek ponavljam
Leave blank to use the standard Delivery Note format,Ostavite prazno da koriste standardne isporuke Note format
Leave cannot be allocated before {0},Odsustvo ne može se dodeliti pre {0}
Leave cannot be applied/cancelled before {0},Odsustvo ne može da se primeni / otkazana pre {0}
Leave granted Successfully,Ostavite odobrena Uspešno
Leave not Granted for Assignments:,Ostavite nije odobren za zadaci:
Leave of type {0} cannot be longer than {1},Ostavi tipa {0} ne može biti duži od {1}
Leave this conversation,Ostavite ovaj razgovor
Leave unchecked if you don't want to consider batch while making course based groups.,"Ostavi nekontrolisano ako ne želite da razmotri serije praveći, naravno na osnovu grupe."
Leaves,Izostanci
Leaves Allocated,lišće Allocated
Leaves Allocated Successfully for {0},Leaves Izdvojena Uspešno za {0}
Leaves Granted,lišće Odobreno
Leaves has been granted successfully,Lišće je uspešno odobreno
Leaves per Year,Listova po godini
Leaving Certificate Number,Leaving Certificate Number
Ledger,glavna knjiga
Left,left
Left Index,left Indeks
Left this conversation,Napustio ovaj razgovor
Legal,Pravni
Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,Pravno lice / Zavisno sa posebnom kontnom pripada organizaciji.
Legal Expenses,Pravni troškovi
Legend,legenda
Length,dužina
Length (cm),Dužina (cm)
Length Must be less than 280.,Dužina mora biti manja od 280.
Length of {0} should be between 1 and 1000,Dužina {0} mora biti između 1 i 1000
Less,manje
Less Than Amount,Manje od iznosa
Less than 12 months.,Manje od 12 meseci.
Less than a year,Manje od godinu dana
Let us continue with the onboarding,Hajde da nastavimo sa upoznavanjem
Let's Get Started,Hajde da počnemo
Let's avoid repeated words and characters,Hajde da izbegnete periodične reči i znakova
Let's prepare the system for first use.,Hajde da pripremi sistem za prve upotrebe.
Let's take you back to onboarding,Hajde da se vratimo na socijalizacija
Letter,pismo
Letter Head,Memorandum
Letter Head Based On,Pismo Glava Na osnovu
Letter Head Image,Pismo Glava Slika
Letter Head Name,Pismo Glava Ime
Letter Head cannot be both disabled and default,Pismo glava ne može biti i invalidi i podrazumevani
Letter Head in HTML,Pismo Glava u HTML
Letter or Email Body Text,Pismo ili e-mail Telo Tekst
Letter or Email Closing Text,Pismo ili e-mail Zatvaranje Tekst
Level,nivo
Level 0 is for document level permissions,Nivo 0 je za dozvole na nivou dokumenta
Level Name,level Ime
Lft,LFT
Liabilities,"Pasiva, dugovi"
Liability,Odgovornost
Library,biblioteka
License,licenca
License Details,License Detalji
License Number,Broj licence
License Plate,Registarske tablice
Lifecycle,Životni ciklus
Light,svetlo
Light Color,Svetle boje
Like,Kao
Liked,Liked
Liked By,vole
Likes,Sviđa
Limit,limit
Limit Crossed,Limit je prekoračen
Limit Number of DB Backups,Limit Broj DB Backups
Limited to 12 characters,Ograničen na 12 znakova
Line,linija
Line spacing for amount in words,Razmak između redova za iznos u rečima
Link,Link
Link Cards,link kartice
Link Customer to Patient,Link klijenta da Patient
Link Details,link Detalji
Link DocType,link DOCTIPE
Link Document Type,Linkovan dokument je
Link Expired,link je istekao
Link Fieldname,link fIELDNAME
Link Name,Naziv linkovanog dokumenta
Link Options,Link Opcije
Link Title,Naslov linka
Link To,Link za
Link Type,Vrsta linka
Link a new bank account,Povezati novi bankovni račun
Link existing Quality Procedure.,Link postojećoj proceduri kvaliteta.
"Link for About Us Page is ""/about"".","Link za O nama Stranica je ""/ o""."
Link that is the website home page. Standard Links (index,Link koji je sajt početna stranica. Standard linkovi (indeks
Link to Material Request,Link to material Zahtev
Link to Material Requests,Link to material zahtevima
Link to the page you want to open. Leave blank if you want to make it a group parent.,Link na stranicu koju želite da otvorite. Ostavite prazno ako želite da ga je grupa roditelja se.
Linked,Povezan
Linked Doctype,Linked Tip dokumenta
Linked Documents,povezanih dokumenata
Linked Invoices,Linked Fakture
Linked Item,Linked artikla
Linked Item Details,Linked Detalji artikla
Linked Location,Linked Lokacija
Linked Plant Analysis,Linked postrojenja Analiza
Linked Soil Analysis,Linked Analiza zemljišta
Linked Soil Texture,Linked zemljišta Tekstura
Linked With,Povezano sa
Linked with {0},Povezan sa {0}
LinkedIn,LinkedIn
LinkedIn Post Id,LinkedIn Poruka ID
LinkedIn Settings,LinkedIn Podešavanja
Links,Linkovi
List,Lista
List Filter,list filter
List Settings,Podešavanja Liste
List View Settings,List Viev Podešavanja
List a document type,Lista vrstu dokumenta
"List as [{""label"": _(""Jobs"")","List kao [{ ""label"": _ ( ""Poslovi"")"
List items that form the package.,Lista stvari koje čine paket.
List of diseases detected on the field. When selected it'll automatically add a list of tasks to deal with the disease,Spisak bolesti otkrivena na terenu. Kada izabrani to će automatski dodati listu zadataka na dogovor sa bolešću
List of patches executed,Lista zakrpe pogubljen
List this Item in multiple groups on the website.,Lista ovu stavku u više grupa na sajtu.
Lists,liste
Live API Key,Live API ključ
Load All Criteria,Load svi kriterijumi
Load Balancing,Balansiranje opterećenja
Load More,Učitaj više
Load more,Učitaj više
Loading,Učitavanje
Loading Filters...,Loading Filteri ...
Loading Payment System,Loading platni sistem
Loading import file...,Loading datoteke za uvoz ...
Loading user profile,Loading profil korisnika
Loading...,Loading ...
Loam,Pozajmica
Loamy Sand,ilovače Pesak
Loan,Odloženo Plaćanje
My Profile,Moj Profil
My Settings,Moja Podešavanja
Loan  Details,kredit Detalji
Loan Account,Račun Odloženog Plaćanja
Loan Account and Payment Account cannot be same,Kredit računa i plaćanje računa ne može biti isto
Loan Amount,Iznos pozajmice
Loan Amount cannot exceed Maximum Loan Amount of {0},Iznos kredita ne može biti veći od maksimalnog iznos kredita od {0}
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,Iznos kredita prelazi maksimalni iznos kredita od {0} po predloženim hartije od vrednosti
Loan Amount is mandatory,Iznos kredita je obavezan
Loan Application,Zahtev za Odloženo Plaćanje
Loan Closure Requested,Kredit Zatvaranje Traženi
Loan Details,kredit Detalji
Loan Disbursement,Isplata kredita
Loan End Date,Kredit Datum završetka
Loan Info,Inforamcije o Odloženom Plaćanju
Loan Interest Accrual,Kredit obračun kamate
Loan Interest Report,Kamata Izveštaj
Loan Management,Zajam
Loan Manager,kredit direktor
Loan Name,Naziv Odloženog Plaćanja
Loan Period (Days),Kredit period (dana)
Loan Repayment,Otplata kredita
Loan Repayment Detail,Otplata kredita Detalj
Loan Repayment Entry,Otplata kredita Stupanje
Loan Repayment and Closure,Otplata kredita i zatvaranje
Loan Securities with different LTV ratio cannot be pledged against one loan,Kreditnih hartija od vrednosti sa različitim LTV odnos ne može obećao protiv jednog kredita
Loan Security,kredit bezbednosti
Loan Security Code,Kredit Sigurnosni kod
Loan Security Details,Kredit bezbednosti Detalji
Loan Security Exposure,Sigurnost kredit ekspozicije
Loan Security Name,Kredit bezbednosti Ime
Loan Security Pledge,Kredit bezbednosti zaloga
Loan Security Pledge Created : {0},Kredit bezbednosti zaloga Kreirano: {0}
Loan Security Pledge can only be created for secured loans,Kredit bezbednosti zaloga može biti kreiran samo za obezbeđenih kreditima
Loan Security Price,Kredit bezbednosti Cena
Loan Security Price overlapping with {0},Kredit bezbednosti Cena preklapa sa {0}
Loan Security Shortfall,Kredit bezbednosti deficit
Loan Security Status,Sigurnost kredit status
Loan Security Type,Kredit Tip bezbednosti
Loan Security Unpledge,Kredit bezbednosti Unpledge
Loan Security Unpledge Error,Kredit bezbednosti Unpledge Greška
Loan Security Value,Kredit bezbednosti Vrednost
Loan Security Value after unpledge is {0},Kredit bezbednosti Vrednost posle unpledge je {0}
Loan Security {0} added multiple times,Kredit Sigurnost {0} je dodao više puta
Loan Start Date,Kredit Datum početka
Loan Start Date and Loan Period are mandatory to save the Invoice Discounting,Kredit Datum početka i period kredita su obavezni da spase Discounting faktura
Loan To Security Value ratio must always be {0},Odnos kredita na bezbednost Vrednost mora uvek biti {0}
Loan To Value Ratio,Kredit na vrednost Odnos
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan,Kredit Za Vrednost odnos izražava odnos iznosa kredita na vrednost hartije od vrednosti založene. Bezbednosna kredit manjak će se aktivirati ako se padne ispod date vrednosti za svaku kredit
Loan To Value ratio breach,Kredit na vrednost odnos povrede
Loan Type,Tip Odloženog Plaćanja
Loan Write Off,Kredit Otpis
Loan Write Off will be automatically created on loan closure request if pending amount is below this limit,"Kredit Otpis automatski će biti kreiran na zahtev zatvaranju kredita, ako u toku iznos ispod ove granice"
